084500086000,TXFK9,11195.0000
084500094000,TXO11200K9,142.0000
084500107000,TXFK9,11194.0000
084500107000,TXFK9,11194.0000
084500127000,TXFK9,11194.0000
084500127000,TXFK9,11194.0000
084500127000,TXFK9,11194.0000
084500168000,TXFK9,11194.0000
084500252000,TXFK9,11193.0000
084500252000,TXFK9,11193.0000
084500252000,TXFK9,11193.0000
084500252000,TXFK9,11194.0000
084500252000,TXFK9,11195.0000
084500252000,TXFK9,11195.0000
084500252000,TXFK9,11195.0000
084500252000,TXFK9,11195.0000
084500252000,TXFK9,11195.0000
084500252000,TXFK9,11195.0000
084500377000,TXFK9,11193.0000
084500377000,TXFK9,11194.0000
084500377000,TXFK9,11195.0000
084500377000,TXFK9,11195.0000
084500377000,TXFK9,11195.0000
084500502000,TXFK9,11193.0000
084500502000,TXFK9,11193.0000
084500502000,TXFK9,11194.0000
084500502000,TXFK9,11194.0000
084500502000,TXFK9,11194.0000
084500502000,TXFK9,11195.0000
084500627000,TXFK9,11192.0000
084500627000,TXFK9,11193.0000
084500627000,TXFK9,11193.0000
084500627000,TXFK9,11194.0000
084500627000,TXFK9,11194.0000
084500627000,TXFK9,11195.0000
084500627000,TXFK9,11195.0000
084500627000,TXFK9,11195.0000
084500627000,TXFK9,11195.0000
084500627000,TXFK9,11195.0000
084500752000,TXFK9,11193.0000
084500752000,TXFK9,11193.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500752000,TXFK9,11195.0000
084500877000,TXFK9,11192.0000
084500877000,TXFK9,11194.0000
084500877000,TXFK9,11195.0000
084500877000,TXFK9,11196.0000
084501002000,TXFK9,11193.0000
084501002000,TXFK9,11193.0000
084501002000,TXFK9,11193.0000
084501002000,TXFK9,11194.0000
084501002000,TXFK9,11196.0000
084501002000,TXFK9,11196.0000
084501002000,TXFK9,11196.0000
084501127000,TXFK9,11192.0000
084501127000,TXFK9,11192.0000
084501127000,TXFK9,11192.0000
084501127000,TXFK9,11193.0000
084501127000,TXFK9,11194.0000
084501252000,TXFK9,11192.0000
084501252000,TXFK9,11193.0000
084501252000,TXFK9,11194.0000
084501252000,TXFK9,11194.0000
084501252000,TXFK9,11194.0000
084501252000,TXFK9,11194.0000
084501252000,TXFK9,11194.0000
084501252000,TXFK9,11194.0000
084501377000,TXFK9,11194.0000
084501377000,TXFK9,11194.0000
084501377000,TXFK9,11195.0000
084501377000,TXFK9,11195.0000
084501502000,TXFK9,11192.0000
084501502000,TXFK9,11193.0000
084501502000,TXFK9,11193.0000
084501502000,TXFK9,11195.0000
084501502000,TXFK9,11195.0000
084501502000,TXFK9,11195.0000
084501502000,TXFK9,11195.0000
084501502000,TXFK9,11195.0000
084501627000,TXFK9,11191.0000
084501627000,TXFK9,11191.0000
084501627000,TXFK9,11192.0000
084501627000,TXFK9,11193.0000
084501627000,TXFK9,11193.0000
084501627000,TXFK9,11193.0000
084501627000,TXFK9,11193.0000
084501627000,TXFK9,11193.0000
084501627000,TXFK9,11195.0000
084501752000,TXFK9,11191.0000
084501752000,TXFK9,11191.0000
084501752000,TXFK9,11191.0000
084501752000,TXFK9,11191.0000
084501752000,TXFK9,11193.0000
084501752000,TXFK9,11193.0000
084501877000,TXFK9,11192.0000
084501877000,TXFK9,11192.0000
084501877000,TXFK9,11193.0000
084501877000,TXFK9,11194.0000
084501877000,TXFK9,11195.0000
084502002000,TXFK9,11192.0000
084502002000,TXFK9,11192.0000
084502002000,TXFK9,11193.0000
084502002000,TXFK9,11194.0000
084502002000,TXFK9,11194.0000
084502002000,TXFK9,11194.0000
084502002000,TXFK9,11194.0000
084502002000,TXFK9,11195.0000
084502002000,TXFK9,11195.0000
084502002000,TXFK9,11195.0000
084502127000,TXFK9,11192.0000
084502127000,TXFK9,11195.0000
084502127000,TXFK9,11195.0000
084502127000,TXFK9,11195.0000
084502127000,TXFK9,11195.0000
084502127000,TXFK9,11195.0000
084502127000,TXFK9,11195.0000
084502127000,TXFK9,11195.0000
