INFO_TIME,MATCH_TIME,PROD,ITEM,PRICE,QTY,AMOUNT,MATCH_BUY_CNT,MATCH_SELL_CNT
8450010,8450009,TXFH7,128,10310,732,732,202,349
8450011,8450010,TXFH7,128,10309,4,736,206,350
8450011,8450010,TXFH7,128,10309,1,737,207,351
8450011,8450010,TXFH7,128,10310,1,738,208,352
8450011,8450010,TXFH7,128,10310,1,739,209,353
8450011,8450010,TXFH7,128,10309,2,741,210,354
8450011,8450011,TXFH7,128,10309,1,742,211,355
8450013,8450011,TXFH7,128,10310,1,743,212,356
8450013,8450011,TXFH7,128,10310,1,744,213,357
8450013,8450012,TXFH7,129,10310,2,749,214,362
8450013,8450012,TXFH7,129,10311,3,749,214,362
8450013,8450012,TXFH7,129,10310,1,761,217,363
8450013,8450012,TXFH7,129,10309,11,761,217,363
8450013,8450013,TXFH7,128,10309,1,762,218,364
8450017,8450015,TXFH7,128,10311,1,763,219,365
8450017,8450016,TXFH7,128,10311,10,773,220,372
8450018,8450017,TXFH7,128,10311,1,774,221,373
8450018,8450017,TXFH7,128,10311,1,775,222,374
8450018,8450017,TXFH7,128,10310,1,776,223,375
8450019,8450018,TXFH7,128,10310,1,777,224,376
8450021,8450020,TXFH7,128,10312,1,778,225,377
8450031,8450023,TXFH7,128,10309,3,781,228,380
8450031,8450026,TXFH7,128,10312,1,782,229,381
8450031,8450027,TXFH7,128,10312,20,802,230,392
8450043,8450035,TXFH7,128,10310,1,803,231,393
8450043,8450037,TXFH7,128,10312,2,805,232,394
8450043,8450037,TXFH7,128,10312,2,807,233,395
8450056,8450045,TXFH7,128,10310,2,809,235,397
8450056,8450050,TXFH7,129,10309,3,819,239,398
8450056,8450050,TXFH7,129,10308,7,819,239,398
8450056,8450051,TXFH7,130,10311,1,829,240,405
8450056,8450051,TXFH7,130,10312,2,829,240,405
8450056,8450051,TXFH7,130,10313,7,829,240,405
8450056,8450052,TXFH7,128,10313,2,831,241,407
8450056,8450053,TXFH7,128,10310,1,832,242,408
8450056,8450053,TXFH7,128,10313,2,834,243,410
8450056,8450053,TXFH7,128,10313,1,835,244,411
8450068,8450058,TXFH7,128,10311,1,836,245,412
8450068,8450058,TXFH7,128,10312,2,838,246,414
8450068,8450059,TXFH7,128,10311,1,839,247,415
8450068,8450059,TXFH7,128,10313,2,841,248,417
8450068,8450060,TXFH7,128,10311,2,843,250,418
8450068,8450060,TXFH7,128,10310,2,845,252,419
8450068,8450061,TXFH7,128,10312,2,847,253,421
8450068,8450061,TXFH7,128,10310,1,848,254,422
8450068,8450063,TXFH7,129,10312,3,858,255,427
8450068,8450063,TXFH7,129,10313,7,858,255,427
8450081,8450070,TXFH7,128,10313,1,859,256,428
8450081,8450075,TXFH7,128,10311,1,860,257,429
8450081,8450075,TXFH7,128,10311,3,863,260,430
8450081,8450078,TXFH7,128,10313,1,864,261,431
8450093,8450081,TXFH7,128,10313,12,876,262,437
8450093,8450082,TXFH7,128,10312,1,877,263,438
8450093,8450083,TXFH7,128,10312,1,878,264,439
8450093,8450083,TXFH7,128,10313,2,880,265,441
8450093,8450085,TXFH7,128,10312,1,881,266,442
8450093,8450086,TXFH7,128,10312,1,882,267,443
8450093,8450090,TXFH7,128,10312,1,883,268,444
8450093,8450092,TXFH7,128,10313,2,885,269,445
8450106,8450097,TXFH7,128,10312,1,886,270,446
8450106,8450097,TXFH7,129,10312,6,898,279,447
8450106,8450097,TXFH7,129,10311,6,898,279,447
8450106,8450104,TXFH7,128,10310,2,900,281,449
8450118,8450106,TXFH7,128,10310,1,901,282,450
8450118,8450106,TXFH7,128,10310,1,902,283,451
8450118,8450106,TXFH7,128,10310,1,903,284,452
8450118,8450107,TXFH7,128,10310,1,904,285,453
8450118,8450107,TXFH7,128,10310,2,906,286,454
8450118,8450107,TXFH7,128,10310,1,907,287,455
8450118,8450107,TXFH7,131,10310,1,927,288,470
8450118,8450107,TXFH7,131,10312,2,927,288,470
8450118,8450107,TXFH7,131,10313,10,927,288,470
8450118,8450107,TXFH7,131,10314,7,927,288,470
8450118,8450110,TXFH7,128,10312,1,928,289,471
8450118,8450113,TXFH7,128,10312,2,930,290,472
8450118,8450114,TXFH7,128,10314,1,931,291,473
8450118,8450114,TXFH7,128,10312,2,933,292,474
8450118,8450115,TXFH7,128,10312,1,934,293,475
8450118,8450117,TXFH7,129,10311,2,938,297,476
8450118,8450117,TXFH7,129,10310,2,938,297,476
8450118,8450117,TXFH7,129,10310,2,948,305,477
8450118,8450117,TXFH7,129,10309,8,948,305,477
8450118,8450117,TXFH7,128,10312,1,949,306,478
8450131,8450118,TXFH7,128,10311,1,950,307,479
8450131,8450118,TXFH7,128,10309,1,951,308,480
8450131,8450119,TXFH7,128,10312,1,952,309,481
8450131,8450119,TXFH7,128,10309,1,953,310,482
8450131,8450121,TXFH7,128,10311,1,954,311,483
8450131,8450121,TXFH7,128,10311,4,958,312,484
8450131,8450121,TXFH7,128,10312,1,959,313,485
8450131,8450121,TXFH7,128,10312,1,960,314,486
8450131,8450122,TXFH7,128,10310,1,961,315,487
8450131,8450122,TXFH7,129,10312,1,963,316,489
8450131,8450122,TXFH7,129,10313,1,963,316,489
8450131,8450123,TXFH7,129,10312,1,966,317,492
8450131,8450123,TXFH7,129,10313,2,966,317,492
8450131,8450124,TXFH7,128,10314,4,970,318,494
8450131,8450125,TXFH7,128,10313,1,971,319,495
8450131,8450126,TXFH7,128,10313,2,973,320,496
8450131,8450126,TXFH7,128,10314,1,974,321,497
8450131,8450126,TXFH7,128,10314,2,976,322,499
8450131,8450127,TXFH7,130,10311,1,982,328,500
8450131,8450127,TXFH7,130,10310,3,982,328,500
8450131,8450127,TXFH7,130,10309,2,982,328,500
8450131,8450127,TXFH7,132,10311,2,990,329,508
8450131,8450127,TXFH7,132,10312,1,990,329,508
8450131,8450127,TXFH7,132,10313,1,990,329,508
8450131,8450127,TXFH7,132,10314,3,990,329,508
8450131,8450127,TXFH7,132,10315,1,990,329,508
8450131,8450127,TXFH7,128,10315,1,991,330,509
8450131,8450128,TXFH7,128,10312,1,992,331,510
8450131,8450129,TXFH7,129,10314,1,997,332,515
8450131,8450129,TXFH7,129,10315,4,997,332,515
8450131,8450130,TXFH7,128,10315,1,998,333,516
8450131,8450130,TXFH7,130,10313,2,1002,337,517
8450131,8450130,TXFH7,130,10312,1,1002,337,517
8450131,8450130,TXFH7,130,10311,1,1002,337,517
8450143,8450131,TXFH7,128,10311,2,1004,339,518
8450143,8450132,TXFH7,128,10313,3,1007,340,521
8450143,8450132,TXFH7,128,10311,1,1008,341,522
8450143,8450135,TXFH7,130,10311,1,1014,347,528
8450143,8450135,TXFH7,130,10310,3,1014,347,528
8450143,8450135,TXFH7,130,10309,2,1014,347,528
8450143,8450135,TXFH7,128,10311,1,1015,348,529
8450143,8450136,TXFH7,129,10309,1,1017,350,530
8450143,8450136,TXFH7,129,10308,1,1017,350,530
8450143,8450137,TXFH7,132,10311,2,1029,351,541
8450143,8450137,TXFH7,132,10312,1,1029,351,541
8450143,8450137,TXFH7,132,10313,3,1029,351,541
8450143,8450137,TXFH7,132,10314,5,1029,351,541
8450143,8450137,TXFH7,132,10315,1,1029,351,541
8450143,8450138,TXFH7,128,10315,12,1041,352,543
8450143,8450138,TXFH7,128,10315,4,1045,353,545
8450143,8450139,TXFH7,128,10315,1,1046,354,546
8450143,8450139,TXFH7,128,10312,2,1048,356,547
8450143,8450142,TXFH7,130,10311,1,1051,359,550
8450143,8450142,TXFH7,130,10310,1,1051,359,550
8450143,8450142,TXFH7,130,10309,1,1051,359,550
8450143,8450143,TXFH7,128,10308,1,1052,360,551
8450143,8450143,TXFH7,129,10311,1,1054,361,553
8450143,8450143,TXFH7,129,10312,1,1054,361,553
8450143,8450143,TXFH7,128,10313,2,1056,362,555
8450156,8450145,TXFH7,129,10313,1,1059,363,558
8450156,8450145,TXFH7,129,10314,2,1059,363,558
8450156,8450146,TXFH7,128,10314,1,1060,364,559
8450156,8450149,TXFH7,129,10312,1,1062,366,560
8450156,8450149,TXFH7,129,10311,1,1062,366,560
8450156,8450151,TXFH7,128,10310,1,1063,367,561
8450156,8450152,TXFH7,128,10311,2,1065,368,562
8450156,8450152,TXFH7,128,10312,1,1066,369,563
8450156,8450154,TXFH7,128,10313,1,1067,370,564
8450156,8450155,TXFH7,128,10314,1,1068,371,565
8450168,8450156,TXFH7,128,10312,5,1073,374,566
8450168,8450157,TXFH7,128,10312,1,1074,375,567
8450168,8450157,TXFH7,128,10312,1,1075,376,568
8450168,8450161,TXFH7,128,10312,1,1076,377,569
8450168,8450162,TXFH7,128,10312,1,1077,378,570
8450168,8450165,TXFH7,128,10312,1,1078,379,571
8450168,8450168,TXFH7,129,10313,1,1080,380,573
8450168,8450168,TXFH7,129,10314,1,1080,380,573
8450181,8450173,TXFH7,128,10313,2,1082,381,575
8450181,8450173,TXFH7,128,10312,2,1084,382,576
8450181,8450174,TXFH7,128,10313,1,1085,383,577
8450181,8450175,TXFH7,128,10313,1,1086,384,578
8450181,8450176,TXFH7,128,10313,1,1087,385,579
8450193,8450181,TXFH7,128,10313,1,1088,386,580
8450193,8450182,TXFH7,128,10313,2,1090,387,582
8450193,8450183,TXFH7,128,10313,1,1091,388,583
8450193,8450184,TXFH7,128,10313,1,1092,389,584
8450193,8450185,TXFH7,128,10312,1,1093,390,585
8450193,8450186,TXFH7,129,10312,2,1097,394,586
8450193,8450186,TXFH7,129,10311,2,1097,394,586
8450193,8450187,TXFH7,128,10313,3,1100,395,589
8450193,8450188,TXFH7,128,10312,1,1101,396,590
8450193,8450190,TXFH7,128,10313,1,1102,397,591
8450193,8450192,TXFH7,128,10311,2,1104,399,592
8450206,8450194,TXFH7,128,10312,1,1105,400,593
8450206,8450194,TXFH7,128,10313,3,1108,401,596
8450206,8450197,TXFH7,128,10313,1,1109,402,597
8450206,8450200,TXFH7,128,10313,1,1110,403,598
8450206,8450200,TXFH7,128,10311,2,1112,404,599
8450206,8450203,TXFH7,128,10313,2,1114,405,601
8450218,8450208,TXFH7,128,10313,1,1115,406,602
8450218,8450210,TXFH7,129,10313,1,1117,408,603
8450218,8450210,TXFH7,129,10312,1,1117,408,603
8450218,8450211,TXFH7,128,10314,1,1118,409,604
8450218,8450211,TXFH7,129,10312,1,1120,411,605
8450218,8450211,TXFH7,129,10311,1,1120,411,605
8450218,8450214,TXFH7,128,10311,1,1121,412,606
8450218,8450215,TXFH7,128,10312,1,1122,413,607
8450218,8450216,TXFH7,128,10313,2,1124,414,609
8450231,8450218,TXFH7,128,10314,1,1125,415,610
8450231,8450219,TXFH7,128,10313,1,1126,416,611
8450231,8450219,TXFH7,128,10313,1,1127,417,612
8450231,8450219,TXFH7,128,10314,1,1128,418,613
8450231,8450220,TXFH7,128,10314,1,1129,419,614
8450231,8450220,TXFH7,128,10313,1,1130,420,615
8450231,8450222,TXFH7,129,10314,16,1147,421,623
8450231,8450222,TXFH7,129,10315,1,1147,421,623
8450231,8450222,TXFH7,128,10315,1,1148,422,624
8450231,8450223,TXFH7,128,10313,1,1149,423,625
8450231,8450223,TXFH7,128,10315,9,1158,424,627
8450231,8450224,TXFH7,129,10313,2,1162,428,628
8450231,8450224,TXFH7,129,10312,2,1162,428,628
8450231,8450227,TXFH7,128,10313,3,1165,429,629
8450231,8450229,TXFH7,129,10312,1,1167,431,630
8450231,8450229,TXFH7,129,10311,1,1167,431,630
8450231,8450230,TXFH7,129,10311,3,1171,434,631
8450231,8450230,TXFH7,129,10310,1,1171,434,631
8450243,8450231,TXFH7,128,10312,1,1172,435,632
8450243,8450231,TXFH7,128,10313,1,1173,436,633
8450243,8450231,TXFH7,128,10313,1,1174,437,634
8450243,8450231,TXFH7,128,10312,1,1175,438,635
8450243,8450231,TXFH7,128,10313,5,1180,439,637
8450243,8450231,TXFH7,128,10314,2,1182,440,639
8450243,8450231,TXFH7,128,10315,1,1183,441,640
8450243,8450232,TXFH7,128,10315,1,1184,442,641
8450243,8450233,TXFH7,128,10315,1,1185,443,642
8450243,8450234,TXFH7,128,10315,16,1201,444,649
8450243,8450236,TXFH7,129,10313,1,1206,445,653
8450243,8450236,TXFH7,129,10315,4,1206,445,653
8450243,8450237,TXFH7,128,10315,2,1208,446,654
8450243,8450237,TXFH7,128,10315,1,1209,447,655
8450243,8450238,TXFH7,128,10315,10,1219,448,661
8450243,8450240,TXFH7,128,10315,1,1220,449,662
8450243,8450242,TXFH7,128,10313,1,1221,450,663
8450243,8450242,TXFH7,128,10312,1,1222,451,664
8450256,8450243,TXFH7,128,10313,1,1223,452,665
8450256,8450246,TXFH7,128,10312,2,1225,454,666
8450256,8450247,TXFH7,129,10313,1,1230,455,670
8450256,8450247,TXFH7,129,10314,4,1230,455,670
8450256,8450249,TXFH7,128,10312,2,1232,457,671
8450256,8450250,TXFH7,128,10312,1,1233,458,672
8450256,8450251,TXFH7,128,10312,1,1234,459,673
8450256,8450254,TXFH7,128,10311,2,1236,460,674
8450268,8450259,TXFH7,128,10314,1,1237,461,675
8450268,8450264,TXFH7,129,10313,1,1239,463,676
8450268,8450264,TXFH7,129,10312,1,1239,463,676
8450268,8450267,TXFH7,128,10312,1,1240,464,677
8450281,8450269,TXFH7,129,10313,1,1244,468,678
8450281,8450269,TXFH7,129,10312,3,1244,468,678
8450281,8450269,TXFH7,128,10313,1,1245,469,679
8450281,8450272,TXFH7,128,10312,1,1246,470,680
8450281,8450273,TXFH7,128,10312,4,1250,473,681
8450281,8450274,TXFH7,128,10313,1,1251,474,682
8450281,8450274,TXFH7,128,10312,1,1252,475,683
8450281,8450276,TXFH7,129,10313,1,1254,476,685
8450281,8450276,TXFH7,129,10314,1,1254,476,685
8450281,8450279,TXFH7,129,10313,1,1257,477,688
8450281,8450279,TXFH7,129,10314,2,1257,477,688
8450281,8450280,TXFH7,128,10314,1,1258,478,689
8450293,8450282,TXFH7,128,10313,1,1259,479,690
8450293,8450285,TXFH7,128,10313,1,1260,480,691
8450293,8450287,TXFH7,128,10313,1,1261,481,692
8450293,8450287,TXFH7,129,10313,3,1273,482,697
8450293,8450287,TXFH7,129,10314,9,1273,482,697
8450306,8450293,TXFH7,128,10313,1,1274,483,698
8450306,8450293,TXFH7,128,10312,2,1276,485,699
8450306,8450296,TXFH7,128,10312,2,1278,487,700
8450306,8450297,TXFH7,128,10313,2,1280,488,702
8450306,8450300,TXFH7,128,10311,1,1281,489,703
8450306,8450300,TXFH7,128,10313,2,1283,490,704
8450306,8450302,TXFH7,128,10311,1,1284,491,705
8450306,8450302,TXFH7,128,10311,4,1288,493,706
8450318,8450312,TXFH7,128,10312,2,1290,494,708
8450318,8450316,TXFH7,128,10312,1,1291,495,709
8450318,8450317,TXFH7,128,10312,1,1292,496,710
8450331,8450322,TXFH7,128,10310,2,1294,497,711
8450331,8450325,TXFH7,129,10310,1,1298,501,712
8450331,8450325,TXFH7,129,10309,3,1298,501,712
8450331,8450325,TXFH7,128,10311,2,1300,502,714
8450331,8450327,TXFH7,128,10311,1,1301,503,715
8450331,8450329,TXFH7,128,10311,1,1302,504,716
8450343,8450336,TXFH7,128,10309,4,1306,507,717
8450343,8450336,TXFH7,128,10311,1,1307,508,718
8450343,8450337,TXFH7,128,10311,1,1308,509,719
8450356,8450347,TXFH7,128,10311,2,1310,510,720
8450356,8450347,TXFH7,128,10311,2,1312,511,721
8450356,8450348,TXFH7,128,10311,2,1314,512,723
8450356,8450348,TXFH7,128,10311,1,1315,513,724
8450356,8450355,TXFH7,128,10309,1,1316,514,725
8450368,8450358,TXFH7,128,10311,1,1317,515,726
8450368,8450365,TXFH7,128,10311,1,1318,516,727
8450368,8450366,TXFH7,128,10309,3,1321,519,728
8450368,8450367,TXFH7,128,10311,1,1322,520,729
8450381,8450368,TXFH7,128,10309,1,1323,521,730
8450381,8450368,TXFH7,128,10309,1,1324,522,731
8450381,8450369,TXFH7,128,10309,1,1325,523,732
8450381,8450373,TXFH7,128,10309,2,1327,525,733
8450381,8450374,TXFH7,128,10310,1,1328,526,734
8450381,8450377,TXFH7,128,10310,1,1329,527,735
8450381,8450379,TXFH7,128,10310,1,1330,528,736
8450393,8450382,TXFH7,128,10310,2,1332,529,738
8450393,8450382,TXFH7,128,10310,1,1333,530,739
8450393,8450384,TXFH7,128,10310,1,1334,531,740
8450393,8450384,TXFH7,128,10310,2,1336,532,741
8450393,8450385,TXFH7,129,10310,1,1348,533,747
8450393,8450385,TXFH7,129,10311,11,1348,533,747
8450393,8450386,TXFH7,128,10311,2,1350,534,749
8450393,8450388,TXFH7,128,10310,1,1351,535,750
8450393,8450388,TXFH7,128,10310,1,1352,536,751
8450393,8450390,TXFH7,128,10310,1,1353,537,752
8450393,8450391,TXFH7,128,10310,1,1354,538,753
8450406,8450393,TXFH7,128,10310,1,1355,539,754
8450406,8450398,TXFH7,128,10309,1,1356,540,755
8450406,8450399,TXFH7,128,10310,2,1358,541,756
8450406,8450400,TXFH7,128,10309,1,1359,542,757
8450406,8450400,TXFH7,128,10309,5,1364,546,758
8450418,8450405,TXFH7,128,10310,1,1365,547,759
8450418,8450406,TXFH7,129,10309,2,1368,548,762
8450418,8450406,TXFH7,129,10310,1,1368,548,762
8450418,8450410,TXFH7,129,10309,1,1370,549,764
8450418,8450410,TXFH7,129,10310,1,1370,549,764
8450418,8450410,TXFH7,128,10310,2,1372,550,766
8450418,8450415,TXFH7,128,10310,2,1374,551,767
8450418,8450416,TXFH7,129,10310,1,1376,552,769
8450418,8450416,TXFH7,129,10311,1,1376,552,769
8450431,8450418,TXFH7,128,10311,1,1377,553,770
8450431,8450418,TXFH7,128,10308,2,1379,554,771
8450431,8450420,TXFH7,128,10310,1,1380,555,772
8450431,8450421,TXFH7,128,10310,1,1381,556,773
8450431,8450421,TXFH7,128,10308,1,1382,557,774
8450431,8450422,TXFH7,128,10308,1,1383,558,775
8450431,8450423,TXFH7,128,10308,1,1384,559,776
8450431,8450427,TXFH7,128,10310,1,1385,560,777
8450431,8450429,TXFH7,128,10310,1,1386,561,778
8450443,8450431,TXFH7,128,10308,1,1387,562,779
8450443,8450433,TXFH7,128,10310,1,1388,563,780
8450443,8450433,TXFH7,128,10310,1,1389,564,781
8450443,8450434,TXFH7,128,10310,1,1390,565,782
8450443,8450435,TXFH7,128,10310,1,1391,566,783
8450443,8450437,TXFH7,130,10309,4,1403,567,788
8450443,8450437,TXFH7,130,10310,6,1403,567,788
8450443,8450437,TXFH7,130,10311,2,1403,567,788
8450443,8450440,TXFH7,128,10308,1,1404,568,789
8450443,8450442,TXFH7,128,10311,10,1414,569,793
8450456,8450443,TXFH7,129,10309,1,1416,571,794
8450456,8450443,TXFH7,129,10308,1,1416,571,794
8450456,8450444,TXFH7,128,10311,1,1417,572,795
8450456,8450455,TXFH7,128,10308,1,1418,573,796
8450468,8450456,TXFH7,128,10309,2,1420,574,797
8450468,8450462,TXFH7,129,10309,4,1425,577,798
8450468,8450462,TXFH7,129,10308,1,1425,577,798
8450481,8450468,TXFH7,128,10309,1,1426,578,799
8450481,8450468,TXFH7,128,10308,1,1427,579,800
8450481,8450471,TXFH7,128,10309,4,1431,580,801
8450481,8450473,TXFH7,128,10309,1,1432,581,802
8450481,8450474,TXFH7,129,10309,1,1434,582,804
8450481,8450474,TXFH7,129,10310,1,1434,582,804
8450493,8450488,TXFH7,128,10310,10,1444,583,807
8450493,8450488,TXFH7,128,10310,1,1445,584,808
8450493,8450491,TXFH7,128,10310,1,1446,585,809
8450493,8450492,TXFH7,128,10310,2,1448,586,811
8450493,8450492,TXFH7,129,10310,1,1450,587,813
8450493,8450492,TXFH7,129,10311,1,1450,587,813
8450506,8450494,TXFH7,128,10309,1,1451,588,814
8450506,8450497,TXFH7,128,10311,3,1454,589,817
8450506,8450499,TXFH7,128,10311,4,1458,590,819
8450506,8450500,TXFH7,128,10309,2,1460,592,820
8450506,8450501,TXFH7,128,10311,2,1462,593,822
8450506,8450503,TXFH7,130,10310,1,1466,594,826
8450506,8450503,TXFH7,130,10311,2,1466,594,826
8450506,8450503,TXFH7,130,10312,1,1466,594,826
8450506,8450504,TXFH7,129,10312,15,1488,595,840
8450506,8450504,TXFH7,129,10313,7,1488,595,840
8450518,8450506,TXFH7,128,10311,1,1489,596,841
8450518,8450507,TXFH7,128,10311,1,1490,597,842
8450518,8450508,TXFH7,129,10312,1,1494,598,846
8450518,8450508,TXFH7,129,10313,3,1494,598,846
8450518,8450510,TXFH7,128,10311,1,1495,599,847
8450518,8450511,TXFH7,128,10313,2,1497,600,849
8450518,8450513,TXFH7,128,10313,18,1515,606,855
8450518,8450513,TXFH7,128,10310,1,1516,607,856
8450518,8450514,TXFH7,128,10313,5,1521,608,857
8450518,8450515,TXFH7,128,10313,1,1522,609,858
8450531,8450518,TXFH7,128,10311,1,1523,610,859
8450531,8450519,TXFH7,128,10313,4,1527,611,860
8450531,8450520,TXFH7,128,10311,1,1528,612,861
8450531,8450520,TXFH7,128,10311,1,1529,613,862
8450531,8450522,TXFH7,128,10313,2,1531,614,863
8450531,8450525,TXFH7,128,10313,1,1532,615,864
8450531,8450525,TXFH7,128,10311,2,1534,617,865
8450531,8450526,TXFH7,128,10311,1,1535,618,866
8450531,8450530,TXFH7,128,10313,1,1536,619,867
8450543,8450531,TXFH7,129,10312,1,1538,620,869
8450543,8450531,TXFH7,129,10313,1,1538,620,869
8450543,8450537,TXFH7,128,10310,1,1539,621,870
8450543,8450538,TXFH7,128,10313,1,1540,622,871
8450543,8450541,TXFH7,128,10310,5,1545,625,872
8450556,8450550,TXFH7,128,10311,1,1546,626,873
8450568,8450557,TXFH7,128,10312,3,1549,627,876
8450581,8450570,TXFH7,128,10311,1,1550,628,877
8450581,8450572,TXFH7,128,10312,2,1552,629,879
8450581,8450573,TXFH7,128,10311,1,1553,630,880
8450581,8450575,TXFH7,128,10312,2,1555,631,882
8450581,8450576,TXFH7,128,10312,1,1556,632,883
8450593,8450589,TXFH7,128,10312,1,1557,633,884
8450593,8450590,TXFH7,128,10312,3,1560,634,886
8450593,8450591,TXFH7,129,10312,3,1564,635,888
8450593,8450591,TXFH7,129,10313,1,1564,635,888
8450606,8450597,TXFH7,128,10313,1,1565,636,889
8450606,8450603,TXFH7,128,10312,1,1566,637,890
8450606,8450604,TXFH7,128,10311,1,1567,638,891
8450606,8450604,TXFH7,128,10312,1,1568,639,892
8450631,8450620,TXFH7,128,10311,1,1569,640,893
8450631,8450626,TXFH7,128,10312,2,1571,642,894
8450631,8450626,TXFH7,128,10313,1,1572,643,895
8450643,8450637,TXFH7,128,10312,2,1574,644,896
8450643,8450640,TXFH7,128,10313,8,1582,645,900
8450643,8450640,TXFH7,128,10312,2,1584,647,901
8450643,8450642,TXFH7,129,10312,2,1589,652,902
8450643,8450642,TXFH7,129,10311,3,1589,652,902
8450668,8450656,TXFH7,128,10313,1,1590,653,903
8450668,8450667,TXFH7,128,10313,2,1592,654,905
8450668,8450667,TXFH7,128,10313,1,1593,655,906
8450681,8450668,TXFH7,128,10313,1,1594,656,907
8450681,8450668,TXFH7,128,10313,1,1595,657,908
8450681,8450668,TXFH7,128,10313,1,1596,658,909
8450693,8450685,TXFH7,128,10312,1,1597,659,910
8450693,8450691,TXFH7,128,10313,2,1599,660,911
8450706,8450694,TXFH7,128,10312,1,1600,661,912
8450718,8450714,TXFH7,128,10312,5,1605,665,913
8450718,8450715,TXFH7,128,10312,1,1606,666,914
8450731,8450725,TXFH7,128,10312,4,1610,667,915
8450731,8450727,TXFH7,128,10311,1,1611,668,916
8450731,8450729,TXFH7,128,10312,1,1612,669,917
8450743,8450731,TXFH7,128,10311,13,1625,676,918
8450743,8450732,TXFH7,128,10311,5,1630,677,919
8450743,8450737,TXFH7,128,10310,5,1635,680,920
8450743,8450737,TXFH7,128,10311,2,1637,681,921
8450756,8450743,TXFH7,128,10311,1,1638,682,922
8450756,8450743,TXFH7,128,10311,1,1639,683,923
8450756,8450743,TXFH7,129,10311,1,1642,686,924
8450756,8450743,TXFH7,129,10310,2,1642,686,924
8450756,8450753,TXFH7,128,10310,1,1643,687,925
8450768,8450756,TXFH7,128,10310,1,1644,688,926
8450768,8450759,TXFH7,128,10311,1,1645,689,927
8450768,8450767,TXFH7,128,10311,1,1646,690,928
8450781,8450780,TXFH7,128,10311,2,1648,691,930
8450793,8450782,TXFH7,128,10312,1,1649,692,931
8450793,8450783,TXFH7,128,10312,1,1650,693,932
8450793,8450791,TXFH7,128,10310,1,1651,694,933
8450831,8450818,TXFH7,128,10310,1,1652,695,934
8450831,8450823,TXFH7,128,10311,1,1653,696,935
8450843,8450836,TXFH7,128,10311,1,1654,697,936
8450856,8450843,TXFH7,128,10311,7,1661,698,939
8450868,8450860,TXFH7,128,10311,1,1662,699,940
8450881,8450869,TXFH7,128,10311,1,1663,700,941
8450881,8450871,TXFH7,128,10311,1,1664,701,942
8450881,8450877,TXFH7,128,10311,2,1666,702,944
8450893,8450887,TXFH7,128,10310,1,1667,703,945
8450906,8450893,TXFH7,128,10310,8,1675,706,946
8450906,8450893,TXFH7,128,10310,1,1676,707,947
8450906,8450894,TXFH7,128,10311,2,1678,708,948
8450918,8450908,TXFH7,128,10310,3,1681,711,949
8450918,8450916,TXFH7,128,10311,1,1682,712,950
8450931,8450919,TXFH7,128,10310,2,1684,714,951
8450931,8450928,TXFH7,128,10310,3,1687,717,952
8450931,8450928,TXFH7,128,10309,8,1695,723,953
8450943,8450939,TXFH7,128,10309,1,1696,724,954
8450956,8450943,TXFH7,128,10308,1,1697,725,955
8450956,8450945,TXFH7,128,10310,2,1699,726,957
8450956,8450952,TXFH7,128,10310,1,1700,727,958
8450956,8450954,TXFH7,128,10310,1,1701,728,959
8450968,8450962,TXFH7,128,10309,1,1702,729,960
8450981,8450970,TXFH7,128,10310,1,1703,730,961
8450981,8450976,TXFH7,128,10309,1,1704,731,962
8450981,8450978,TXFH7,128,10310,3,1707,732,964
8451006,8450997,TXFH7,128,10310,2,1709,733,965
8451018,8451007,TXFH7,128,10309,1,1710,734,966
8451018,8451010,TXFH7,128,10310,1,1711,735,967
8451018,8451011,TXFH7,128,10309,1,1712,736,968
8451043,8451031,TXFH7,128,10309,2,1714,738,969
8451043,8451033,TXFH7,128,10309,1,1715,739,970
8451056,8451043,TXFH7,128,10309,1,1716,740,971
8451056,8451046,TXFH7,128,10309,1,1717,741,972
8451056,8451051,TXFH7,128,10309,1,1718,742,973
8451056,8451054,TXFH7,128,10309,1,1719,743,974
8451068,8451058,TXFH7,128,10308,3,1722,744,975
8451081,8451072,TXFH7,128,10309,1,1723,745,976
8451081,8451075,TXFH7,128,10308,1,1724,746,977
8451081,8451080,TXFH7,128,10309,1,1725,747,978
8451093,8451081,TXFH7,128,10308,32,1757,760,979
8451106,8451094,TXFH7,128,10307,5,1762,764,980
8451106,8451105,TXFH7,128,10308,1,1763,765,981
8451118,8451106,TXFH7,128,10308,5,1768,766,984
8451118,8451108,TXFH7,128,10307,1,1769,767,985
8451118,8451118,TXFH7,128,10308,1,1770,768,986
8451131,8451127,TXFH7,128,10307,1,1771,769,987
8451143,8451130,TXFH7,128,10307,12,1783,772,988
8451143,8451141,TXFH7,129,10308,1,1785,773,990
8451143,8451141,TXFH7,129,10309,1,1785,773,990
8451156,8451148,TXFH7,128,10308,1,1786,774,991
8451168,8451156,TXFH7,128,10308,1,1787,775,992
8451168,8451159,TXFH7,128,10308,1,1788,776,993
8451168,8451164,TXFH7,128,10307,2,1790,777,994
8451168,8451165,TXFH7,128,10307,5,1795,780,995
8451181,8451178,TXFH7,130,10307,7,1835,799,996
8451181,8451178,TXFH7,130,10306,29,1835,799,996
8451181,8451178,TXFH7,130,10305,4,1835,799,996
8451181,8451178,TXFH7,128,10305,10,1845,804,997
