INFO_TIME,PROD,BUY_ORDER,BUY_QTY,SELL_ORDER,SELL_QTY
9270131,TXFH7,18054,51329,17927,50044
9270631,TXFH7,18068,51360,17952,50072
9271131,TXFH7,18102,51659,17963,50087
9271631,TXFH7,18137,51578,17956,50083
9272131,TXFH7,18158,51567,17912,50029
9272631,TXFH7,18162,51579,17944,50097
9273131,TXFH7,18172,51589,17957,50134
9273631,TXFH7,18178,51605,17974,50177
9274131,TXFH7,18188,51595,17992,50210
9274631,TXFH7,18200,51618,17997,50201
9275131,TXFH7,18216,51701,18017,50242
9275631,TXFH7,18219,51705,18030,50301
9280131,TXFH7,18238,51751,18045,50359
9280631,TXFH7,18252,51777,18054,50363
9281131,TXFH7,18261,51844,18061,50369
9281631,TXFH7,18283,51895,18054,50368
9282131,TXFH7,18294,51912,18067,50430
9282631,TXFH7,18293,51936,18067,50433
9283131,TXFH7,18294,51934,18083,50459
9283631,TXFH7,18301,51947,18091,50470
9284131,TXFH7,18314,51957,18085,50497
9284631,TXFH7,18318,51966,18090,50491
9285131,TXFH7,18338,52086,18101,50514
9285631,TXFH7,18337,52061,18112,50533
9290131,TXFH7,18341,52061,18144,50642
9290631,TXFH7,18343,52057,18192,50784
9291131,TXFH7,18360,52101,18246,51001
9291631,TXFH7,18402,52197,18260,51069
9292131,TXFH7,18405,52128,18304,51150
9292631,TXFH7,18455,51757,18375,51277
9293131,TXFH7,18484,52122,18394,51313
9293631,TXFH7,18482,52104,18430,51378
9294131,TXFH7,18538,52247,18435,51407
9294631,TXFH7,18566,52282,18448,51407
9295131,TXFH7,18585,52316,18464,51449
9295631,TXFH7,18633,52444,18591,51803
9300131,TXFH7,18711,52637,18654,51991
9300631,TXFH7,18824,52925,18681,52066
9301131,TXFH7,18894,53094,18703,52085
9301631,TXFH7,18928,53149,18709,52093
9302131,TXFH7,18938,53174,18740,52340
9302631,TXFH7,18990,53452,18730,52112
9303131,TXFH7,19010,53467,18744,52235
9303631,TXFH7,19039,53522,18781,52469
9304131,TXFH7,19056,53545,18818,52624
9304631,TXFH7,19062,53555,18850,52720
9305131,TXFH7,19072,53575,18861,52391
9305631,TXFH7,19076,53544,18879,52434
9310131,TXFH7,19097,53583,18887,52424
9310631,TXFH7,19100,53583,18919,52482
9311131,TXFH7,19110,53612,18928,52503
9311631,TXFH7,19121,53632,18937,52414
9312131,TXFH7,19126,53635,18950,52331
9312631,TXFH7,19141,53661,18979,52452
9313131,TXFH7,19175,53750,19027,52587
9313631,TXFH7,19196,53793,19046,52572
9314131,TXFH7,19207,53877,19081,52886
9314631,TXFH7,19229,53931,19140,53051
9315131,TXFH7,19248,54004,19168,52875
9315631,TXFH7,19348,54318,19175,52869
9320131,TXFH7,19387,54382,19226,52972
9320631,TXFH7,19393,54399,19284,53093
9321131,TXFH7,19434,54495,19282,53090
9321631,TXFH7,19433,54476,19334,53213
9322131,TXFH7,19486,54601,19368,53310
9322631,TXFH7,19503,54627,19403,53400
9323131,TXFH7,19606,54844,19533,53926
9323631,TXFH7,19720,55183,19589,53995
9324131,TXFH7,19778,55319,19572,53956
9324631,TXFH7,19873,55531,19583,53969
9325131,TXFH7,19917,55700,19621,53976
9325631,TXFH7,19950,55785,19628,53990
9330131,TXFH7,20006,55904,19648,54016
9330631,TXFH7,20051,56048,19736,54234
9331131,TXFH7,20073,56163,19777,54309
9331631,TXFH7,20131,56259,19751,54282
9332131,TXFH7,20148,56317,19784,54328
9332631,TXFH7,20176,56344,19793,54348
9333131,TXFH7,20212,56427,19793,54340
9333631,TXFH7,20211,56427,19825,54411
9334131,TXFH7,20245,56479,19837,54422
9334631,TXFH7,20260,56519,19846,54435
9335131,TXFH7,20253,56511,19873,54538
9335631,TXFH7,20263,56626,19885,54551
9340131,TXFH7,20269,56665,19907,54643
9340631,TXFH7,20271,56677,19917,54677
9341131,TXFH7,20326,56822,19917,54672
9341631,TXFH7,20331,56827,19928,54687
9342131,TXFH7,20341,56841,19933,54700
9342631,TXFH7,20438,57150,19935,54697
9343131,TXFH7,20457,57204,19957,54762
9343631,TXFH7,20479,57242,19975,54836
9344131,TXFH7,20481,57260,20002,54899
9344631,TXFH7,20490,57281,20024,54942
9345131,TXFH7,20481,57252,20068,55014
9345631,TXFH7,20503,57283,20113,55240
9350131,TXFH7,20591,57451,20098,55313
9350631,TXFH7,20588,57472,20155,55466
9351131,TXFH7,20594,57485,20193,55816
9351631,TXFH7,20623,57547,20215,55690
9352131,TXFH7,20662,57614,20227,55704
9352631,TXFH7,20679,57651,20244,55747
9353131,TXFH7,20697,57685,20249,55750
9353631,TXFH7,20717,57725,20236,55728
9354131,TXFH7,20731,57753,20241,55735
9354631,TXFH7,20741,57784,20246,55744
9355131,TXFH7,20766,57826,20249,55753
9355631,TXFH7,20777,57957,20251,55758
9360131,TXFH7,20796,57992,20278,55782
9360631,TXFH7,20814,58068,20286,55799
9361131,TXFH7,20829,58083,20296,55818
9361631,TXFH7,20854,58130,20308,55847
9362131,TXFH7,20854,58185,20348,55951
9362631,TXFH7,20891,58283,20350,55973
9363131,TXFH7,20901,58311,20360,55983
9363631,TXFH7,20919,58332,20358,55990
9364131,TXFH7,20900,58288,20395,56068
9364631,TXFH7,20899,58285,20402,56087
9365131,TXFH7,20909,58295,20401,56035
9365631,TXFH7,20920,58309,20419,56031
9370131,TXFH7,20934,58425,20441,56095
9370631,TXFH7,20959,58467,20434,56066
9371131,TXFH7,20978,58503,20432,56051
9371631,TXFH7,21040,58918,20421,56033
9372131,TXFH7,21089,59025,20428,56058
9372631,TXFH7,21114,59072,20436,56071
9373131,TXFH7,21130,59111,20448,56191
9373631,TXFH7,21142,59136,20466,56118
9374131,TXFH7,21121,58757,20522,56263
9374631,TXFH7,21139,58779,20535,56486
9375131,TXFH7,21140,58800,20539,56387
9375631,TXFH7,21147,58808,20541,56287
9380131,TXFH7,21166,58836,20554,56278
9380631,TXFH7,21180,58861,20548,56274
9381131,TXFH7,21168,58847,20611,56436
9381631,TXFH7,21157,58775,20644,56508
9382131,TXFH7,21179,58823,20646,56528
9382631,TXFH7,21192,58877,20636,56505
9383131,TXFH7,21194,58883,20644,56540
9383631,TXFH7,21178,58881,20690,56661
9384131,TXFH7,21191,58905,20697,56658
9384631,TXFH7,21205,58938,20701,56648
9385131,TXFH7,21199,58910,20782,56930
9385631,TXFH7,21217,58960,20789,56931
9390131,TXFH7,21282,59075,20791,56900
9390631,TXFH7,21324,59119,20789,56880
9391131,TXFH7,21324,59125,20817,56946
9391631,TXFH7,21384,59318,20806,56923
9392131,TXFH7,21403,59360,20830,57000
9392631,TXFH7,21403,59415,20864,57130
9393131,TXFH7,21428,59481,20858,57101
9393631,TXFH7,21424,59453,20893,57193
9394131,TXFH7,21420,59437,20911,57262
9394631,TXFH7,21445,59485,20907,57238
9395131,TXFH7,21448,59476,20936,57295
9395631,TXFH7,21452,59483,20938,57294
9400131,TXFH7,21532,59590,20947,57304
9400631,TXFH7,21547,59615,20958,57328
9401131,TXFH7,21538,59642,21002,57421
9401631,TXFH7,21533,59634,21070,57645
9402131,TXFH7,21604,59782,21121,57828
9403131,TXFH7,21988,60824,21681,59552
9403631,TXFH7,22187,61287,21775,59796
9404131,TXFH7,22244,61410,21897,60127
9404631,TXFH7,22341,61711,21941,60251
9405131,TXFH7,22450,62080,22072,60711
9405631,TXFH7,22517,62194,22172,60922
9410131,TXFH7,22583,62424,22260,61137
9410631,TXFH7,22651,62570,22396,61495
9411131,TXFH7,22793,62876,22509,61913
9411631,TXFH7,22908,63242,22679,62321
9412131,TXFH7,23054,63575,22867,63034
9412631,TXFH7,23203,64165,22922,63112
9413131,TXFH7,23262,64203,22955,63223
9413631,TXFH7,23300,64267,23048,63637
9414131,TXFH7,23370,64457,23079,63565
9414631,TXFH7,23439,64679,23140,63696
9415131,TXFH7,23481,64845,23184,63805
9415631,TXFH7,23536,65031,23205,63884
9420131,TXFH7,23574,65095,23224,63910
9420631,TXFH7,23674,65298,23304,64227
9421131,TXFH7,23704,65336,23381,64495
9421631,TXFH7,23769,65462,23417,64538
9422131,TXFH7,23807,65508,23441,64602
9422631,TXFH7,23855,65610,23464,64643
9423131,TXFH7,23914,65718,23469,64640
9423631,TXFH7,23957,65797,23513,64720
9424131,TXFH7,23974,65845,23549,64840
9424631,TXFH7,24051,66071,23596,64976
9425131,TXFH7,24092,66183,23628,65046
9425631,TXFH7,24120,66233,23633,65034
9430131,TXFH7,24164,66356,23658,65095
9430631,TXFH7,24215,66509,23677,65146
9431131,TXFH7,24265,66588,23703,65215
9431631,TXFH7,24326,66818,23721,65397
9432131,TXFH7,24490,67287,23722,65209
9432631,TXFH7,24587,67518,23807,65348
9433131,TXFH7,24669,67700,23837,65416
9433631,TXFH7,24709,67742,23897,65578
9434131,TXFH7,24748,67798,23947,65730
9434631,TXFH7,24814,67989,23982,65821
9435131,TXFH7,24948,68253,24034,66132
9435631,TXFH7,24960,68265,24147,66240
9440131,TXFH7,25004,68331,24162,66250
9440631,TXFH7,24986,68282,24239,66472
9441131,TXFH7,24991,68295,24274,66575
9441631,TXFH7,25008,68339,24293,66619
9442131,TXFH7,25071,68526,24279,66579
9442631,TXFH7,25081,68581,24325,66651
9443131,TXFH7,25080,68570,24415,66914
9443631,TXFH7,25106,68606,24437,66963
9444131,TXFH7,25120,68626,24487,67113
9444631,TXFH7,25126,68638,24518,67192
9445131,TXFH7,25213,68800,24641,67551
9445631,TXFH7,25289,69060,24680,67625
9450131,TXFH7,25342,69174,24767,67808
9450631,TXFH7,25505,69713,24862,68139
9451131,TXFH7,25554,69770,24883,68182
9451631,TXFH7,25657,69997,24970,68463
9452131,TXFH7,25695,70083,25100,68874
9452631,TXFH7,25769,70250,25128,68973
9453131,TXFH7,25817,70518,25312,69400
9453631,TXFH7,25846,70593,25364,69519
9454131,TXFH7,25998,71044,25505,69919
9454631,TXFH7,26074,71202,25525,69958
9455131,TXFH7,26110,71270,25572,70049
9455631,TXFH7,26172,71383,25623,70146
9460131,TXFH7,26167,71376,25735,70379
9460631,TXFH7,26262,71603,25795,70563
9461131,TXFH7,26299,71725,25889,70769
9461631,TXFH7,26340,71818,25955,70873
9462131,TXFH7,26422,71999,25959,70889
9462631,TXFH7,26540,72292,25969,70909
9463131,TXFH7,26563,72304,26004,70875
9463631,TXFH7,26606,72358,26010,70911
9464131,TXFH7,26632,72430,26051,71226
9464631,TXFH7,26632,72424,26082,71234
9465131,TXFH7,26653,72484,26116,71155
9465631,TXFH7,26680,72601,26127,71160
9470131,TXFH7,26713,72702,26161,71244
9470631,TXFH7,26705,72708,26223,71401
9471131,TXFH7,26716,72717,26257,71461
9471631,TXFH7,26779,72837,26340,71747
9472131,TXFH7,26810,72990,26365,71797
9472631,TXFH7,26900,73216,26381,71835
9473131,TXFH7,26943,73335,26383,71829
9473631,TXFH7,26956,73366,26411,71883
9474131,TXFH7,26972,73485,26443,71968
9474631,TXFH7,26981,73498,26449,71971
9475131,TXFH7,27001,73526,26464,72004
9475631,TXFH7,27056,73622,26479,72033
9480131,TXFH7,27079,73661,26516,72166
9480631,TXFH7,27093,73692,26600,72388
9481131,TXFH7,27231,73968,26692,72906
9481631,TXFH7,27278,74119,26733,72973
9482131,TXFH7,27328,74235,26784,73150
9482631,TXFH7,27347,74345,26839,73232
9483131,TXFH7,27415,74531,26860,73309
9483631,TXFH7,27467,74662,26868,73314
9484131,TXFH7,27561,74871,26882,73342
9484631,TXFH7,27615,74955,26896,73381
9485131,TXFH7,27618,74965,26998,73637
9485631,TXFH7,27628,75007,27050,73734
9490131,TXFH7,27650,75153,27087,73791
9490631,TXFH7,27755,75390,27049,73716
9491131,TXFH7,27806,75543,27061,73746
9491631,TXFH7,27844,75623,27088,74070
9492131,TXFH7,27921,75838,27093,73823
9492631,TXFH7,27932,75864,27126,73868
9493131,TXFH7,27966,75940,27169,73934
9493631,TXFH7,27993,75991,27188,73989
9494131,TXFH7,28000,76020,27219,74026
9494631,TXFH7,28014,76041,27242,74065
9495131,TXFH7,28043,76091,27264,74114
9495631,TXFH7,28082,76270,27286,74259
9500131,TXFH7,28164,76414,27301,74284
9500631,TXFH7,28151,76383,27401,74532
9501131,TXFH7,28168,76409,27418,74580
9501631,TXFH7,28187,76464,27449,74643
9502131,TXFH7,28224,76552,27476,74701
9502631,TXFH7,28243,76570,27502,74747
9503131,TXFH7,28270,76621,27509,74748
9503631,TXFH7,28319,76729,27524,74793
9504131,TXFH7,28332,76705,27535,74816
9504631,TXFH7,28343,76726,27552,74858
9505131,TXFH7,28353,76739,27563,74867
9505631,TXFH7,28350,76725,27608,75000
9510131,TXFH7,28364,76759,27649,75096
9510631,TXFH7,28369,76767,27671,75137
9511131,TXFH7,28368,76762,27697,75202
9511631,TXFH7,28367,76749,27742,75322
9512131,TXFH7,28363,76730,27757,75347
9512631,TXFH7,28424,76881,27759,75335
9513131,TXFH7,28508,77120,27786,75373
9513631,TXFH7,28546,77165,27798,75401
9514131,TXFH7,28549,77193,27808,75435
9514631,TXFH7,28581,77246,27817,75449
9515131,TXFH7,28593,77261,27824,75560
9515631,TXFH7,28625,77324,27831,75587
9520131,TXFH7,28649,77400,27843,75626
9520631,TXFH7,28641,77423,27890,75730
9521131,TXFH7,28657,77471,27900,75733
9521631,TXFH7,28662,77478,27911,75751
9522131,TXFH7,28667,77499,27917,75777
9522631,TXFH7,28672,77482,27932,75828
9523131,TXFH7,28670,77486,27982,76057
9523631,TXFH7,28686,77510,27980,76046
9524131,TXFH7,28699,77482,27999,76067
9524631,TXFH7,28712,77514,28000,76070
9525131,TXFH7,28735,77535,28011,76085
9525631,TXFH7,28748,77564,28033,76221
9530131,TXFH7,28747,77560,28124,76502
9530631,TXFH7,28819,77740,28114,76493
9531131,TXFH7,28815,77706,28161,76580
9531631,TXFH7,28867,77790,28164,76581
9532131,TXFH7,28877,77824,28208,76645
9532631,TXFH7,28893,77866,28233,76702
9533131,TXFH7,28965,78038,28236,76753
9533631,TXFH7,28968,78050,28251,76770
9534131,TXFH7,28991,78113,28265,76790
9534631,TXFH7,29026,78214,28296,76839
9535131,TXFH7,29052,78253,28306,76838
9535631,TXFH7,29071,78261,28325,76910
9540131,TXFH7,29079,78269,28357,76983
9540631,TXFH7,29140,78418,28340,77043
9541131,TXFH7,29160,78443,28355,77056
9541631,TXFH7,29165,78448,28357,77058
9542131,TXFH7,29209,78555,28352,77043
9542631,TXFH7,29214,78568,28361,77054
9543131,TXFH7,29229,78629,28365,77060
9543631,TXFH7,29260,78694,28386,77088
9544131,TXFH7,29270,78878,28417,77194
9544631,TXFH7,29314,78998,28418,77296
9545131,TXFH7,29324,79029,28433,77267
9545631,TXFH7,29344,79110,28472,77459
9550131,TXFH7,29373,79205,28498,77501
9550631,TXFH7,29390,79245,28524,77575
9551131,TXFH7,29389,79298,28582,77818
9551631,TXFH7,29379,79288,28631,77953
9552131,TXFH7,29378,79264,28683,78092
9552631,TXFH7,29500,79548,28881,78569
9553131,TXFH7,29535,79596,28959,78721
9553631,TXFH7,29582,79716,29042,78892
9554131,TXFH7,29641,79841,29162,79214
9554631,TXFH7,29808,80289,29202,79371
9555131,TXFH7,29897,80454,29258,79479
9555631,TXFH7,29939,80581,29301,79548
9560131,TXFH7,29956,80751,29371,79748
9560631,TXFH7,30011,80881,29397,79829
9561131,TXFH7,30067,81001,29403,79818
9561631,TXFH7,30072,81002,29432,79862
9562131,TXFH7,30177,81441,29408,79811
9562631,TXFH7,30220,81544,29419,79858
9563131,TXFH7,30224,81822,29480,79981
9563631,TXFH7,30232,81945,29514,80053
9564131,TXFH7,30237,81959,29568,80176
9564631,TXFH7,30270,82030,29594,80235
9565131,TXFH7,30284,82054,29630,80320
9565631,TXFH7,30294,82072,29645,80324
9570131,TXFH7,30322,82095,29731,80626
9570631,TXFH7,30354,82155,29774,80716
9571131,TXFH7,30387,82208,29873,81048
9571631,TXFH7,30451,82363,29898,81098
9572131,TXFH7,30475,82877,29969,81288
9572631,TXFH7,30551,83044,30033,81442
9573131,TXFH7,30601,83137,30065,81498
9573631,TXFH7,30650,83256,30081,81517
9574131,TXFH7,30693,83374,30085,81675
9574631,TXFH7,30751,83770,30085,81689
9575131,TXFH7,30770,83829,30104,81700
9575631,TXFH7,30775,83829,30176,82093
9580131,TXFH7,30793,83864,30240,82051
9580631,TXFH7,30852,84067,30236,82071
9581131,TXFH7,30927,84237,30240,82076
9581631,TXFH7,30949,84274,30264,82110
9582131,TXFH7,30969,84297,30277,82122
9582631,TXFH7,31006,84366,30291,82169
9583131,TXFH7,31110,84648,30257,82122
9583631,TXFH7,31200,84836,30296,82248
9584131,TXFH7,31197,84822,30383,82521
9584631,TXFH7,31242,84893,30404,82556
9585131,TXFH7,31287,84983,30411,82561
9585631,TXFH7,31318,85040,30412,82560
9590131,TXFH7,31317,85035,30450,82642
9590631,TXFH7,31348,85142,30462,82755
9591131,TXFH7,31365,85173,30473,82819
9591631,TXFH7,31444,85417,30476,82862
9592131,TXFH7,31482,85550,30530,83009
9592631,TXFH7,31520,85677,30531,82989
9593131,TXFH7,31581,85836,30573,83081
9593631,TXFH7,31590,85879,30613,83238
9594131,TXFH7,31637,86058,30683,83553
9594631,TXFH7,31682,86161,30689,83382
9595131,TXFH7,31690,86202,30709,83424
9595631,TXFH7,31695,86210,30745,83481
10000131,TXFH7,31782,86382,30749,83498
10000631,TXFH7,31840,86500,30770,83627
10001131,TXFH7,31857,86509,30856,83927
10001631,TXFH7,31881,86566,30906,84099
10002131,TXFH7,31892,86579,30951,84275
10002631,TXFH7,31908,86595,31010,84420
10003131,TXFH7,31946,86697,31044,84553
10003631,TXFH7,31986,86768,31047,84358
10004131,TXFH7,32011,86816,31045,84361
10004631,TXFH7,32017,86803,31063,84406
10005131,TXFH7,32007,86771,31108,84494
10010131,TXFH7,32098,86942,31092,84454
10010631,TXFH7,32112,86942,31118,84513
10011131,TXFH7,32119,86943,31154,84581
10011631,TXFH7,32127,86962,31165,84608
10012131,TXFH7,32136,86972,31184,84633
10012631,TXFH7,32155,87018,31189,84657
10013131,TXFH7,32166,87044,31193,84665
10013631,TXFH7,32170,87048,31201,84763
10014131,TXFH7,32192,87114,31236,84891
10014631,TXFH7,32211,87155,31248,84914
10015131,TXFH7,32287,87352,31233,84888
10015631,TXFH7,32300,87379,31240,84890
10020131,TXFH7,32320,87410,31247,84909
10020631,TXFH7,32338,87443,31252,84931
10021131,TXFH7,32352,87474,31263,84972
10021631,TXFH7,32383,87539,31265,84978
10022131,TXFH7,32388,87552,31269,84979
10022631,TXFH7,32398,87588,31282,85021
10023131,TXFH7,32403,87601,31313,85085
10023631,TXFH7,32418,87660,31316,85110
10024131,TXFH7,32427,87672,31337,85150
10024631,TXFH7,32434,87710,31360,85188
10025131,TXFH7,32444,87722,31366,85208
10025631,TXFH7,32449,87731,31366,85214
10030131,TXFH7,32457,87839,31372,85234
10030631,TXFH7,32458,87841,31384,85249
10031131,TXFH7,32471,87887,31391,85262
10031631,TXFH7,32486,87954,31402,85275
10032131,TXFH7,32486,87955,31411,85287
10032631,TXFH7,32477,87973,31417,85287
10033131,TXFH7,32534,88080,31402,85261
10033631,TXFH7,32524,88056,31436,85313
10034131,TXFH7,32523,88050,31473,85400
10034631,TXFH7,32534,88070,31470,85396
10035131,TXFH7,32543,88102,31476,85416
10035631,TXFH7,32529,88078,31558,85619
10040131,TXFH7,32534,88085,31573,85668
10040631,TXFH7,32555,88117,31617,85819
10041131,TXFH7,32605,88259,31603,85782
10041631,TXFH7,32628,88277,31628,85823
10042131,TXFH7,32675,88408,31618,85821
10042631,TXFH7,32667,88383,31642,85864
10043131,TXFH7,32671,88381,31653,85884
10043631,TXFH7,32681,88396,31654,85879
10044131,TXFH7,32693,88410,31663,85895
10044631,TXFH7,32698,88430,31673,85915
10045131,TXFH7,32706,88418,31682,85954
10045631,TXFH7,32699,88404,31693,85910
10050131,TXFH7,32689,88396,31743,86175
10050631,TXFH7,32701,88413,31811,86323
10051131,TXFH7,32719,88438,31845,86385
10051631,TXFH7,32747,88519,31892,86515
10052131,TXFH7,32838,88728,31879,86502
10052631,TXFH7,32858,88830,31865,86438
10053131,TXFH7,32882,88845,31915,86521
10053631,TXFH7,32874,88824,31951,86841
10054131,TXFH7,32915,88880,31939,86747
10054631,TXFH7,32932,88960,31949,86594
10055131,TXFH7,32940,88967,31964,86628
10055631,TXFH7,32946,88965,31996,86719
10060131,TXFH7,32959,88985,32004,86745
10060631,TXFH7,32948,88958,32057,86940
10061131,TXFH7,33000,89162,32072,86995
10061631,TXFH7,32994,89133,32108,87002
10062131,TXFH7,33048,89259,32113,87000
10062631,TXFH7,33073,89324,32127,87058
10063131,TXFH7,33117,89458,32128,87066
10063631,TXFH7,33133,89466,32153,87113
10064131,TXFH7,33157,89499,32160,87132
10064631,TXFH7,33180,89545,32165,87174
10065131,TXFH7,33229,89662,32152,87156
10065631,TXFH7,33253,89722,32166,87210
10070131,TXFH7,33278,89770,32172,87324
10070631,TXFH7,33283,89767,32192,87368
10071131,TXFH7,33296,89783,32196,87372
10071631,TXFH7,33325,89867,32205,87447
10072131,TXFH7,33374,89970,32201,87442
10072631,TXFH7,33425,90044,32201,87429
10073131,TXFH7,33484,90155,32249,87599
10073631,TXFH7,33526,90204,32256,87630
10074131,TXFH7,33517,90162,32280,87667
10074631,TXFH7,33548,90203,32313,88387
10075131,TXFH7,33559,90225,32322,88503
10075631,TXFH7,33562,89874,32330,88538
10080131,TXFH7,33561,89215,32345,88574
10080631,TXFH7,33576,89474,32350,88548
10081131,TXFH7,33622,89550,32356,88553
10081631,TXFH7,33644,89581,32366,88570
10082131,TXFH7,33676,89625,32384,88602
10082631,TXFH7,33701,89689,32401,88658
10083131,TXFH7,33705,89688,32421,88684
10083631,TXFH7,33711,89701,32438,88713
10084131,TXFH7,33723,89740,32455,88827
10084631,TXFH7,33739,89773,32458,88839
10085131,TXFH7,33744,89773,32468,88863
10085631,TXFH7,33761,89806,32475,88895
10090131,TXFH7,33781,89861,32486,88906
10090631,TXFH7,33796,89910,32499,88918
10091131,TXFH7,33801,89912,32510,88968
10091631,TXFH7,33799,89906,32537,89076
10092131,TXFH7,33803,89922,32552,89089
10092631,TXFH7,33796,89622,32559,89106
10093131,TXFH7,33806,89773,32566,89119
10093631,TXFH7,33813,89792,32559,89124
10094131,TXFH7,33820,89814,32572,89132
10094631,TXFH7,33830,89827,32592,89527
10095131,TXFH7,33837,89837,32605,89666
10095631,TXFH7,33847,89855,32604,89763
10100131,TXFH7,33860,89865,32613,89864
10100631,TXFH7,33917,90066,32642,90049
10101131,TXFH7,33942,89863,32647,90074
10101631,TXFH7,33964,89900,32652,90091
10102131,TXFH7,34017,90059,32645,90151
10102631,TXFH7,34060,90124,32715,90303
10103131,TXFH7,34093,90178,32756,90423
10103631,TXFH7,34127,90237,32754,91663
10104131,TXFH7,34160,90291,32760,91678
10104631,TXFH7,34200,90371,32779,92062
10105131,TXFH7,34231,90426,32799,92186
10105631,TXFH7,34242,90433,32835,92273
10110131,TXFH7,34288,90786,32846,92275
10110631,TXFH7,34306,90875,32877,92362
10111131,TXFH7,34374,91041,32864,91993
10111631,TXFH7,34414,91094,32894,92043
10112131,TXFH7,34462,91242,32921,92081
10112631,TXFH7,34479,91301,32932,92100
10113131,TXFH7,34539,91437,32985,92198
10113631,TXFH7,34547,91452,33072,92411
10114131,TXFH7,34572,91536,33094,92459
10114631,TXFH7,34595,91575,33115,92501
10115131,TXFH7,34616,91579,33152,92835
10115631,TXFH7,34640,91091,33167,92820
10120131,TXFH7,34706,91123,33176,93250
10120631,TXFH7,34750,91190,33190,93288
10121131,TXFH7,34755,91216,33208,93382
10121631,TXFH7,34813,91331,33216,93378
10122131,TXFH7,34869,91457,33243,93705
10122631,TXFH7,34933,91597,33265,93744
10123131,TXFH7,34979,91759,33292,93791
10123631,TXFH7,35003,91731,33352,93953
10124131,TXFH7,35028,91785,33409,94085
10124631,TXFH7,35019,91669,33461,94202
10125131,TXFH7,35047,91697,33486,94246
10125631,TXFH7,35071,91792,33500,94265
10130131,TXFH7,35101,91844,33522,94326
10130631,TXFH7,35124,91893,33542,94402
10131131,TXFH7,35143,91912,33573,94588
10131631,TXFH7,35128,91888,33613,94752
10132131,TXFH7,35161,91995,33636,94533
10132631,TXFH7,35183,92035,33651,94554
10133131,TXFH7,35235,92208,33637,94535
10133631,TXFH7,35260,92420,33651,94552
10134131,TXFH7,35283,92908,33664,94566
10134631,TXFH7,35293,93115,33683,94625
10135131,TXFH7,35296,93112,33719,94728
10135631,TXFH7,35283,93072,33772,94908
10140131,TXFH7,35320,93278,33760,94871
10140631,TXFH7,35344,93367,33763,94986
10141131,TXFH7,35383,93474,33771,95002
10141631,TXFH7,35402,93997,33796,95033
10142131,TXFH7,35434,94016,33799,95030
10142631,TXFH7,35456,94057,33808,95053
10143131,TXFH7,35463,94062,33810,95052
10143631,TXFH7,35490,94135,33830,95099
10144131,TXFH7,35528,94240,33850,95141
10144631,TXFH7,35547,94347,33869,95177
10145131,TXFH7,35554,94355,33932,95343
10145631,TXFH7,35548,94350,33976,95421
10150131,TXFH7,35578,94415,33988,95489
10150631,TXFH7,35619,94654,33993,95453
10151131,TXFH7,35643,94571,34012,95486
10151631,TXFH7,35659,94612,34022,95497
10152131,TXFH7,35683,94655,34034,95520
10152631,TXFH7,35701,94730,34058,95554
10153131,TXFH7,35741,94871,34092,95620
10153631,TXFH7,35771,95058,34139,95767
10154131,TXFH7,35812,95120,34131,95769
10154631,TXFH7,35812,95161,34168,95830
10155131,TXFH7,35816,95149,34202,95918
10155631,TXFH7,35840,95203,34206,95912
10160131,TXFH7,35880,95561,34213,95946
10160631,TXFH7,35918,95599,34276,96072
10161131,TXFH7,35925,95599,34324,96206
10161631,TXFH7,35945,95701,34348,96255
10162131,TXFH7,35958,95641,34368,96280
10162631,TXFH7,35974,95668,34392,96381
10163131,TXFH7,35982,95682,34418,96406
10163631,TXFH7,35992,95787,34459,96530
10164131,TXFH7,35995,95653,34512,96605
10164631,TXFH7,36051,95856,34505,96618
10165131,TXFH7,36081,95918,34529,96701
10165631,TXFH7,36093,95941,34539,96699
10170131,TXFH7,36110,95972,34564,96809
10170631,TXFH7,36111,96018,34585,96864
10171131,TXFH7,36120,96031,34607,96897
10171631,TXFH7,36113,96017,34651,96983
10172131,TXFH7,36107,96020,34720,97190
10172631,TXFH7,36137,96085,34734,97236
10173131,TXFH7,36175,96160,34735,97231
10173631,TXFH7,36174,96151,34758,97256
10174131,TXFH7,36197,96186,34781,97296
10174631,TXFH7,36195,96172,34807,97331
10175131,TXFH7,36216,96198,34826,97362
10175631,TXFH7,36224,96206,34835,97375
10180131,TXFH7,36213,96208,34853,97459
10180631,TXFH7,36227,96236,34871,97470
10181131,TXFH7,36237,96255,34877,97492
10181631,TXFH7,36252,96273,34900,97614
10182131,TXFH7,36264,96300,34915,97654
10182631,TXFH7,36280,96325,34927,97672
10183131,TXFH7,36290,96381,34951,97714
10183631,TXFH7,36349,96528,34956,97703
10184131,TXFH7,36356,96559,34980,97767
10184631,TXFH7,36429,96776,34960,97721
10185131,TXFH7,36512,96899,34951,97784
10185631,TXFH7,36529,96925,34978,97902
10190131,TXFH7,36548,96955,34984,97912
10190631,TXFH7,36522,97017,35058,98084
10191131,TXFH7,36533,97113,35067,98111
10191631,TXFH7,36536,97115,35084,98141
10192131,TXFH7,36547,97128,35089,98149
10192631,TXFH7,36558,97113,35098,98148
10193131,TXFH7,36579,97167,35107,98176
10193631,TXFH7,36592,97178,35117,98187
10194131,TXFH7,36601,97228,35132,98216
10194631,TXFH7,36602,97248,35140,98234
10195131,TXFH7,36599,97242,35151,98255
10195631,TXFH7,36605,97245,35159,98271
